FREE_Wi-Fi_and_TOKYO,葛西臨海公園,東京都江戸川区臨海町6-2-1,35.643243,139.860499
FREE_Wi-Fi_and_TOKYO,夢の島公園,東京都江東区夢の島2-1-2,35.651494,139.829599
FREE_Wi-Fi_and_TOKYO,潮風公園,東京都品川区東八潮1-2,35.623732,139.769894
FREE_Wi-Fi_and_TOKYO,武蔵野の森公園,東京都府中市朝日町3-5-12,35.676172,139.522382
FREE_Wi-Fi_and_TOKYO,日比谷公園,東京都千代田区日比谷公園1-6,35.674935,139.756492
FREE_Wi-Fi_and_TOKYO,上野恩賜公園,東京都台東区上野公園5-20,35.714783,139.775976
FREE_Wi-Fi_and_TOKYO,代々木公園,東京都渋谷区代々木神園町2-1,35.671582,139.691782
FREE_Wi-Fi_and_TOKYO,井の頭恩賜公園,東京都武蔵野市御殿山1-18-31,35.699516,139.577107
FREE_Wi-Fi_and_TOKYO,浜離宮恩賜庭園,東京都中央区浜離宮庭園1-1,35.662545,139.763713
FREE_Wi-Fi_and_TOKYO,旧芝離宮恩賜庭園,東京都港区海岸1-4-1,35.655788,139.758048
FREE_Wi-Fi_and_TOKYO,小石川後楽園,東京都文京区後楽1-6-6,35.704868,139.74819
FREE_Wi-Fi_and_TOKYO,六義園,東京都文京区本駒込6-16-3,35.732374,139.74822
FREE_Wi-Fi_and_TOKYO,向島百花園,東京都墨田区東向島3-18-3,35.724221,139.815001
FREE_Wi-Fi_and_TOKYO,清澄庭園,東京都江東区清澄3-3-9,35.68093,139.797248
FREE_Wi-Fi_and_TOKYO,旧岩崎邸庭園,東京都台東区池之端1-3-45,35.710134,139.767164
FREE_Wi-Fi_and_TOKYO,旧古河庭園,東京都北区西ヶ原1-27-39,35.742954,139.746697
FREE_Wi-Fi_and_TOKYO,殿ヶ谷戸庭園,東京都国分寺市南町2-16,35.699031,139.481907
FREE_Wi-Fi_and_TOKYO,恩賜上野動物園,東京都台東区上野公園9-83,35.716155,139.772133
FREE_Wi-Fi_and_TOKYO,多摩動物公園,東京都日野市程久保7-1-1,35.649648,139.403258
FREE_Wi-Fi_and_TOKYO,井の頭自然文化園,東京都武蔵野市御殿山1-17-6,35.700803,139.572753
FREE_Wi-Fi_and_TOKYO,葛西臨海水族園,東京都江戸川区臨海町6-2-3,35.640867,139.861223
FREE_Wi-Fi_and_TOKYO,東京都江戸東京博物館,東京都墨田区横網1-4-1,35.696411,139.796045
FREE_Wi-Fi_and_TOKYO,江戸東京たてもの園,東京都小金井市桜町3-7-1,35.715824,139.512645
FREE_Wi-Fi_and_TOKYO,トーキョーワンダーサイト・本郷,東京都文京区本郷2-4-16,35.703041,139.759228
FREE_Wi-Fi_and_TOKYO,トーキョーワンダーサイト・渋谷,東京都渋谷区神南1-19-8,35.662555,139.699637
FREE_Wi-Fi_and_TOKYO,東京都美術館,東京都台東区上野公園8-36,35.71719,139.772716
FREE_Wi-Fi_and_TOKYO,東京文化会館,東京都台東区上野公園5-45,35.714415,139.775299
FREE_Wi-Fi_and_TOKYO,東京芸術劇場,東京都豊島区西池袋1-8-１,35.729842,139.708075
FREE_Wi-Fi_and_TOKYO,東京都庁舎,東京都新宿区西新宿2-8-1,35.689185,139.691648
FREE_Wi-Fi_and_TOKYO,高尾ビジターセンター,東京都八王子市高尾町2176,35.62501,139.243309
FREE_Wi-Fi_and_TOKYO,御岳ビジターセンター,東京都青梅市御岳山38-5,35.78677,139.150542
FREE_Wi-Fi_and_TOKYO,野伏船客待合所（式根島）,東京都新島村式根島918,34.334167,139.214742
FREE_Wi-Fi_and_TOKYO,神湊船客待合所（八丈島）,東京都八丈島三根4184-1,33.122945,139.816543
FREE_Wi-Fi_and_TOKYO,調布飛行場,東京都調布市西町290?3,35.671663,139.528055
FREE_Wi-Fi_and_TOKYO,大島空港,東京都大島町元町北の山270,34.782528,139.363375
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区上野5-27）,東京都台東区上野5-27,35.707741,139.774642
FREE_Wi-Fi_and_TOKYO,観光案内標識（新宿区新宿3-38）,東京都新宿区新宿3-38,35.692299,139.700879
FREE_Wi-Fi_and_TOKYO,観光案内標識（新宿区西新宿1-3）,東京都新宿区西新宿1-3,35.693339,139.699067
FREE_Wi-Fi_and_TOKYO,観光案内標識（新宿区西新宿7-11）,東京都新宿区西新宿7-11,35.693626,139.697465
FREE_Wi-Fi_and_TOKYO,観光案内標識（新宿区西新宿1-24）,東京都新宿区西新宿1-24,35.690803,139.696231
FREE_Wi-Fi_and_TOKYO,デジタルサイネージ（都営大江戸線都庁前駅出入口）,東京都新宿区西新宿2丁目,35.690349,139.692763
FREE_Wi-Fi_and_TOKYO,デジタルサイネージ（京王プラザホテル前）,東京都新宿区西新宿2丁目,35.690741,139.694121
FREE_Wi-Fi_and_TOKYO,デジタルサイネージ（UENO3153ビル前）,東京都台東区上野公園1丁目,35.711565,139.774335
FREE_Wi-Fi_and_TOKYO,デジタルサイネージ（上野恩賜公園内（動物園前交番付近））,東京都台東区上野公園内,35.71542,139.774741
FREE_Wi-Fi_and_TOKYO,東京観光情報センター（バスタ新宿 3階）,東京都渋谷区千駄ヶ谷5丁目24番55号,35.688204,139.700468
FREE_Wi-Fi_and_TOKYO,東京都立中央図書館,東京都港区南麻布5丁目7番13号,35.65213,139.726517
FREE_Wi-Fi_and_TOKYO,東白鬚公園,東京都墨田区堤通2-2-1,35.733289,139.813477
FREE_Wi-Fi_and_TOKYO,木場公園,東京都江東区平野4-6-1,35.676754,139.807573
FREE_Wi-Fi_and_TOKYO,砧公園,東京都世田谷区砧公園1-1,35.629038,139.621357
FREE_Wi-Fi_and_TOKYO,駒沢オリンピック公園,東京都世田谷区駒沢公園1-1,35.623883,139.65979
FREE_Wi-Fi_and_TOKYO,善福寺川緑地（和田堀公園）,東京都杉並区成田西1-30-27,35.690687,139.632429
FREE_Wi-Fi_and_TOKYO,汐入公園,東京都荒川区南千住8-13-1,35.736584,139.809751
FREE_Wi-Fi_and_TOKYO,城北中央公園,東京都練馬区氷川台1-3-1,35.756648,139.672834
FREE_Wi-Fi_and_TOKYO,光が丘公園,東京都練馬区光か?丘4-1-1,35.763789,139.628211
FREE_Wi-Fi_and_TOKYO,舎人公園,東京都足立区舎人公園1-1,35.797124,139.768363
FREE_Wi-Fi_and_TOKYO,水元公園,東京都葛飾区水元公園3-2,35.786429,139.869246
FREE_Wi-Fi_and_TOKYO,篠崎公園,東京都江戸川区上篠崎1-25-1,35.71562,139.899156
FREE_Wi-Fi_and_TOKYO,武蔵野中央公園,東京都武蔵野市八幡町2-4-22,35.718185,139.556464
FREE_Wi-Fi_and_TOKYO,府中の森公園,東京都府中市浅間町1-3-1,35.677029,139.492505
FREE_Wi-Fi_and_TOKYO,神代植物公園,東京都調布市深大寺元町5-31-1,35.672102,139.545966
FREE_Wi-Fi_and_TOKYO,小金井公園,東京都小金井市関野町1-13-1,35.714434,139.518741
FREE_Wi-Fi_and_TOKYO,東村山中央公園,東京都東村山市富士見町,35.748316,139.456918
FREE_Wi-Fi_and_TOKYO,東大和南公園,東京都東大和市桜か?丘2-106-2,35.733506,139.424502
FREE_Wi-Fi_and_TOKYO,秋留台公園,東京都あきる野市二宮673-1,35.72938,139.301851
FREE_Wi-Fi_and_TOKYO,東京都写真美術館,東京都目黒区三田1-13-3 恵比寿ガーデンプレイス内,35.641594,139.713277
FREE_Wi-Fi_and_TOKYO,観光案内標識（新宿区西新宿6-6）,新宿区西新宿6-6,35.691972,139.691536
FREE_Wi-Fi_and_TOKYO,観光案内標識（新宿区新宿5-16）,新宿区新宿5-16,35.692489,139.706166
FREE_Wi-Fi_and_TOKYO,観光案内標識（新宿区新宿3-11）,新宿区新宿3-11,35.692042,139.706724
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区上野6-12）,台東区上野6-12,35.711442,139.775049
FREE_Wi-Fi_and_TOKYO,東京都立多摩図書館,東京都国分寺市泉町2-2-26,35.697106,139.469969
FREE_Wi-Fi_and_TOKYO,観光案内標識No.1（中央区銀座4-2）,東京都中央区銀座4-2,35.672683,139.763619
FREE_Wi-Fi_and_TOKYO,観光案内標識No.2（中央区銀座4-2）,東京都中央区銀座4-2,35.672418,139.763633
FREE_Wi-Fi_and_TOKYO,観光案内標識（中央区銀座5-3）,東京都中央区銀座5-3,35.672278,139.76312
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区西浅草1-4）,東京都台東区西浅草1-4,35.710376,139.788491
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区上野4-10）,東京都台東区上野4-10,35.711182,139.774024
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区上野7-1）,東京都台東区上野7-1,35.711753,139.775008
FREE_Wi-Fi_and_TOKYO,観光案内標識（千代田区丸の内2-7）,東京都千代田区丸の内2-7,35.678054,139.763734
FREE_Wi-Fi_and_TOKYO,観光案内標識（千代田区有楽町1-6）,東京都千代田区有楽町1-6,35.673851,139.760934
FREE_Wi-Fi_and_TOKYO,観光案内標識（千代田区外神田4-7）,東京都千代田区外神田4-7,35.702631,139.771811
FREE_Wi-Fi_and_TOKYO,観光案内標識（渋谷区神宮前3-25）,東京都渋谷区神宮前3-25,35.671766,139.708036
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区赤坂1-11）,東京都港区赤坂1-11,35.669003,139.741099
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区六本木6-2）,東京都港区六本木6-2,35.662147,139.730261
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区南青山5-1）,東京都港区南青山5-1,35.664623,139.713349
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区赤坂2-11）,東京都港区赤坂2-11,35.669953,139.741303
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区赤坂5-4）,東京都港区赤坂5-4,35.671387,139.735408
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区赤坂6-1）,東京都港区赤坂6-1,35.671681,139.735837
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区赤坂9-7）,東京都港区赤坂9-7,35.664466,139.731039
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区西麻布1-1）,東京都港区西麻布1-1,35.661581,139.728241
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区六本木7-18）,東京都港区六本木1-18,35.661703,139.728665
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区東麻布3-8）,東京都港区東麻布3-8,35.656316,139.737452
FREE_Wi-Fi_and_TOKYO,観光案内標識（中央区築地2-13）,東京都中央区築地2-13,35.667552,139.771693
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区雷門2-20）,東京都台東区雷門2-20,35.710537,139.797946
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区西浅草1-1）,東京都台東区西浅草1-1,35.710086,139.791396
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区西浅草1-8）,東京都台東区西浅草1-8,35.711472,139.791858
FREE_Wi-Fi_and_TOKYO,観光案内標識（千代田区丸の内1-9）,東京都千代田区丸の内1-9,35.680225,139.765465
FREE_Wi-Fi_and_TOKYO,観光案内標識（渋谷区千駄ヶ谷4-7）,東京都渋谷区千駄ヶ谷4-7,35.679139,139.705075
FREE_Wi-Fi_and_TOKYO,観光案内標識（渋谷区恵比寿1-8）,東京都渋谷区恵比寿1-8,35.648086,139.709927
FREE_Wi-Fi_and_TOKYO,観光案内標識（渋谷区東3-25）,東京都渋谷区東3-25,35.648461,139.710195
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区赤坂2-14）,東京都港区赤坂2-14,35.672707,139.737259
FREE_Wi-Fi_and_TOKYO,観光案内標識No.1（港区麻布十番1-4）,東京都港区麻布十番1-4,35.656982,139.734312
FREE_Wi-Fi_and_TOKYO,観光案内標識No.2（港区麻布十番1-4）,東京都港区麻布十番1-4,35.656798,139.735122
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区麻布十番1-6）,東京都港区麻布十番1-6,35.656799,139.734324
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区六本木1-6）,東京都港区六本木1-6,35.66397,139.7388
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区六本木4-9）,東京都港区六本木4-9,35.663666,139.732817
FREE_Wi-Fi_and_TOKYO,観光案内標識（江東区青海1-2）,東京都江東区青海1-2,35.626891,139.778457
FREE_Wi-Fi_and_TOKYO,元町港船客待合所,大島町元町一丁目18番地3,34.751962,139.352529
FREE_Wi-Fi_and_TOKYO,利島港船客待合所,利島村字東山二号2439番地,34.532111,139.280396
FREE_Wi-Fi_and_TOKYO,新島港船客待合所,新島村字黒根1番地,34.367412,139.244051
FREE_Wi-Fi_and_TOKYO,新島空港ターミナル,新島村字川原,34.370104,139.26909
FREE_Wi-Fi_and_TOKYO,神津島港船客待合所,神津島村37番地先,34.202126,139.154596
FREE_Wi-Fi_and_TOKYO,三浦漁港船客待合所,神津島村字榎木が沢13番地先,34.202244,139.154203
FREE_Wi-Fi_and_TOKYO,神津島空港ターミナル,神津島村字金長,34.190051,139.134805
FREE_Wi-Fi_and_TOKYO,三池港船客待合所,三宅村坪田1259番地,34.079778,139.563655
FREE_Wi-Fi_and_TOKYO,阿古漁港船客待合所,三宅村阿古672番地3,34.067964,139.480089
FREE_Wi-Fi_and_TOKYO,三宅島空港ターミナル,三宅島三宅村坪田１３７８番,34.073627,139.559118
FREE_Wi-Fi_and_TOKYO,御蔵島港船客待合所,御蔵島村字下こだし200番地先,33.895687,139.589323
FREE_Wi-Fi_and_TOKYO,八重根港船客待合所,八丈町大賀郷542番地9,33.097462,139.770317
FREE_Wi-Fi_and_TOKYO,青ヶ島港船客待合所,青ヶ島村無番地,32.447894,139.759143